? (nm);T (%);? (nm);OD
790.8;0.003171027;790.8;4.4988
791;0.00334349;791;4.4758
791.2;0.003517224;791.2;4.4538
791.4;0.003689776;791.4;4.433
791.6;0.003861002;791.6;4.4133
791.8;0.004026243;791.8;4.3951
792;0.00418408;792;4.3784
792.2;0.004332115;792.2;4.3633
792.4;0.004466836;792.4;4.35
792.6;0.004586696;792.6;4.3385
792.8;0.004688134;792.8;4.329
793;0.004769798;793;4.3215
793.2;0.004830588;793.2;4.316
793.4;0.004869675;793.4;4.3125
793.6;0.004885399;793.6;4.3111
793.8;0.004877531;793.8;4.3118
794;0.004847301;794;4.3145
794.2;0.00479623;794.2;4.3191
794.4;0.00472498;794.4;4.3256
794.6;0.004635536;794.6;4.3339
794.8;0.004531062;794.8;4.3438
795;0.004413671;795;4.3552
795.2;0.004285485;795.2;4.368
795.4;0.00414954;795.4;4.382
795.6;0.004008667;795.6;4.397
795.8;0.00386456;795.8;4.4129
796;0.003718776;796;4.4296
796.2;0.003574374;796.2;4.4468
796.4;0.003431626;796.4;4.4645
796.6;0.003293063;796.6;4.4824
796.8;0.003159366;796.8;4.5004
797;0.003031796;797;4.5183
797.2;0.002910047;797.2;4.5361
797.4;0.002795117;797.4;4.5536
797.6;0.0026872;797.6;4.5707
797.8;0.002586426;797.8;4.5873
798;0.002492872;798;4.6033
798.2;0.002406578;798.2;4.6186
798.4;0.002327555;798.4;4.6331
798.6;0.002255278;798.6;4.6468
798.8;0.002189778;798.8;4.6596
799;0.002131572;799;4.6713
799.2;0.002079218;799.2;4.6821
799.4;0.002033761;799.4;4.6917
799.6;0.001994344;799.6;4.7002
799.8;0.001961101;799.8;4.7075
800;0.001934194;800;4.7135
800.2;0.001912934;800.2;4.7183
800.4;0.001898017;800.4;4.7217
800.6;0.001888861;800.6;4.7238
800.8;0.001885819;800.8;4.7245
801;0.001889296;801;4.7237
801.2;0.001898891;801.2;4.7215
801.4;0.001915579;801.4;4.7177
801.6;0.001939099;801.6;4.7124
801.8;0.001970607;801.8;4.7054
802;0.002009555;802;4.6969
802.2;0.002057311;802.2;4.6867
802.4;0.002114463;802.4;4.6748
802.6;0.002181725;802.6;4.6612
802.8;0.002260477;802.8;4.6458
803;0.002351256;803;4.6287
803.2;0.00245584;803.2;4.6098
803.4;0.002575728;803.4;4.5891
803.6;0.002712689;803.6;4.5666
803.8;0.002867477;803.8;4.5425
804;0.003042986;804;4.5167
804.2;0.00324041;804.2;4.4894
804.4;0.003460987;804.4;4.4608
804.6;0.003705954;804.6;4.4311
804.8;0.00397466;804.8;4.4007
805;0.004264813;805;4.3701
805.2;0.004572987;805.2;4.3398
805.4;0.004891026;805.4;4.3106
805.6;0.00520595;805.6;4.2835
805.8;0.005503006;805.8;4.2594
806;0.005758376;806;4.2397
806.2;0.005951138;806.2;4.2254
806.4;0.006060382;806.4;4.2175
806.6;0.006070158;806.6;4.2168
806.8;0.005975854;806.8;4.2236
807;0.005783623;807;4.2378
807.2;0.005508077;807.2;4.259
807.4;0.005173685;807.4;4.2862
807.6;0.00480618;807.6;4.3182
807.8;0.004424865;807.8;4.3541
808;0.004050419;808;4.3925
808.2;0.003693176;808.2;4.4326
808.4;0.003361244;808.4;4.4735
808.6;0.00305844;808.6;4.5145
808.8;0.00278548;808.8;4.5551
809;0.002542143;809;4.5948
809.2;0.002325948;809.2;4.6334
809.4;0.00213501;809.4;4.6706
809.6;0.001966527;809.6;4.7063
809.8;0.001818026;809.8;4.7404
810;0.00168733;810;4.7728
810.2;0.00157181;810.2;4.8036
810.4;0.00147028;810.4;4.8326
810.6;0.001380384;810.6;4.86
810.8;0.001301068;810.8;4.8857
811;0.001231119;811;4.9097
811.2;0.00116923;811.2;4.9321
811.4;0.001114808;811.4;4.9528
811.6;0.001066351;811.6;4.9721
811.8;0.001023764;811.8;4.9898
812;0.000986279;812;5.006
812.2;0.000953455;812.2;5.0207
812.4;0.000924698;812.4;5.034
812.6;0.000899705;812.6;5.0459
812.8;0.000878011;812.8;5.0565
813;0.000859607;813;5.0657
813.2;0.000844112;813.2;5.0736
813.4;0.000831381;813.4;5.0802
813.6;0.000821297;813.6;5.0855
813.8;0.00081358;813.8;5.0896
814;0.000807979;814;5.0926
814.2;0.000804822;814.2;5.0943
814.4;0.000803896;814.4;5.0948
814.6;0.000805008;814.6;5.0942
814.8;0.000808165;814.8;5.0925
815;0.000813392;815;5.0897
815.2;0.000820729;815.2;5.0858
815.4;0.000830042;815.4;5.0809
815.6;0.000841589;815.6;5.0749
815.8;0.000855264;815.8;5.0679
816;0.000871164;816;5.0599
816.2;0.000889406;816.2;5.0509
816.4;0.000910123;816.4;5.0409
816.6;0.000933039;816.6;5.0301
816.8;0.000958738;816.8;5.0183
817;0.000986961;817;5.0057
817.2;0.001018122;817.2;4.9922
817.4;0.001052204;817.4;4.9779
817.6;0.001089432;817.6;4.9628
817.8;0.001129796;817.8;4.947
818;0.001173546;818;4.9305
818.2;0.001221237;818.2;4.9132
818.4;0.001272331;818.4;4.8954
818.6;0.001327394;818.6;4.877
818.8;0.001386756;818.8;4.858
819;0.001450107;819;4.8386
819.2;0.001518099;819.2;4.8187
819.4;0.001590377;819.4;4.7985
819.6;0.001667631;819.6;4.7779
819.8;0.001749444;819.8;4.7571
820;0.001835693;820;4.7362
820.2;0.001927081;820.2;4.7151
820.4;0.002023019;820.4;4.694
820.6;0.002123733;820.6;4.6729
820.8;0.002228948;820.8;4.6519
821;0.002338837;821;4.631
821.2;0.002452449;821.2;4.6104
821.4;0.002569804;821.4;4.5901
821.6;0.002690296;821.6;4.5702
821.8;0.002813844;821.8;4.5507
822;0.002939003;822;4.5318
822.2;0.003066903;822.2;4.5133
822.4;0.003195214;822.4;4.4955
822.6;0.003324298;822.6;4.4783
822.8;0.003452232;822.8;4.4619
823;0.003579316;823;4.4462
823.2;0.003704248;823.2;4.4313
823.4;0.003826485;823.4;4.4172
823.6;0.003943665;823.6;4.4041
823.8;0.004056019;823.8;4.3919
824;0.00416198;824;4.3807
824.2;0.004259906;824.2;4.3706
824.4;0.004349106;824.4;4.3616
824.6;0.004428942;824.6;4.3537
824.8;0.004495728;824.8;4.3472
825;0.004549881;825;4.342
825.2;0.004590923;825.2;4.3381
825.4;0.004616364;825.4;4.3357
825.6;0.00462594;825.6;4.3348
825.8;0.00461849;825.8;4.3355
826;0.004595153;826;4.3377
826.2;0.004554073;826.2;4.3416
826.4;0.004497799;826.4;4.347
826.6;0.004425884;826.6;4.354
826.8;0.004340103;826.8;4.3625
827;0.004242287;827;4.3724
827.2;0.004132378;827.2;4.3838
827.4;0.004014209;827.4;4.3964
827.6;0.003889556;827.6;4.4101
827.8;0.003760105;827.8;4.4248
828;0.003627438;828;4.4404
828.2;0.003493011;828.2;4.4568
828.4;0.003359696;828.4;4.4737
828.6;0.003228494;828.6;4.491
828.8;0.003100273;828.8;4.5086
829;0.002975774;829;4.5264
829.2;0.002856933;829.2;4.5441
829.4;0.002743469;829.4;4.5617
829.6;0.002635724;829.6;4.5791
829.8;0.002533961;829.8;4.5962
830;0.002438934;830;4.6128
830.2;0.002350174;830.2;4.6289
830.4;0.002268297;830.4;4.6443
830.6;0.0021923;830.6;4.6591
830.8;0.002122756;830.8;4.6731
831;0.002059207;831;4.6863
831.2;0.002001705;831.2;4.6986
831.4;0.001949845;831.4;4.71
831.6;0.001903707;831.6;4.7204
831.8;0.001862945;831.8;4.7298
832;0.001827679;832;4.7381
832.2;0.001797215;832.2;4.7454
832.4;0.00177174;832.4;4.7516
832.6;0.001751459;832.6;4.7566
832.8;0.001735801;832.8;4.7605
833;0.001725441;833;4.7631
833.2;0.001719887;833.2;4.7645
833.4;0.001719095;833.4;4.7647
833.6;0.001723455;833.6;4.7636
833.8;0.001733405;833.8;4.7611
834;0.001748236;834;4.7574
834.2;0.001768887;834.2;4.7523
834.4;0.001795974;834.4;4.7457
834.6;0.001828942;834.6;4.7378
834.8;0.00186853;834.8;4.7285
835;0.00191602;835;4.7176
835.2;0.001971061;835.2;4.7053
835.4;0.002035167;835.4;4.6914
835.6;0.002108628;835.6;4.676
835.8;0.002192805;835.8;4.659
836;0.002288232;836;4.6405
836.2;0.002397176;836.2;4.6203
836.4;0.002521158;836.4;4.5984
836.6;0.002660725;836.6;4.575
836.8;0.002819032;836.8;4.5499
837;0.002997091;837;4.5233
837.2;0.003198159;837.2;4.4951
837.4;0.003424522;837.4;4.4654
837.6;0.003677901;837.6;4.4344
837.8;0.003960044;837.8;4.4023
838;0.00427366;838;4.3692
838.2;0.004617427;838.2;4.3356
838.4;0.004989994;838.4;4.3019
838.6;0.005387658;838.6;4.2686
838.8;0.005802298;838.8;4.2364
839;0.006218706;839;4.2063
839.2;0.006622165;839.2;4.179
839.4;0.006987149;839.4;4.1557
839.6;0.00728786;839.6;4.1374
839.8;0.007497216;839.8;4.1251
840;0.007598012;840;4.1193
840.2;0.007575303;840.2;4.1206
840.4;0.007433614;840.4;4.1288
840.6;0.007184557;840.6;4.1436
840.8;0.006850149;840.8;4.1643
841;0.006458029;841;4.1899
841.2;0.006033926;841.2;4.2194
841.4;0.005601444;841.4;4.2517
841.6;0.00517726;841.6;4.2859
841.8;0.004773094;841.8;4.3212
842;0.004396428;842;4.3569
842.2;0.004050419;842.2;4.3925
842.4;0.003737662;842.4;4.4274
842.6;0.003455413;842.6;4.4615
842.8;0.00320258;842.8;4.4945
843;0.002977831;843;4.5261
843.2;0.002777154;843.2;4.5564
843.4;0.002599561;843.4;4.5851
843.6;0.002442306;843.6;4.6122
843.8;0.002302502;843.8;4.6378
844;0.002178211;844;4.6619
844.2;0.002068712;844.2;4.6843
844.4;0.001971515;844.4;4.7052
844.6;0.001885385;844.6;4.7246
844.8;0.001809673;844.8;4.7424
845;0.001742609;845;4.7588
845.2;0.001683837;845.2;4.7737
845.4;0.0016323;845.4;4.7872
845.6;0.00158745;845.6;4.7993
845.8;0.001548817;845.8;4.81
846;0.001515654;846;4.8194
846.2;0.001487647;846.2;4.8275
846.4;0.001464536;846.4;4.8343
846.6;0.001446106;846.6;4.8398
846.8;0.001431858;846.8;4.8441
847;0.001421347;847;4.8473
847.2;0.001415142;847.2;4.8492
847.4;0.001412538;847.4;4.85
847.6;0.001413514;847.6;4.8497
847.8;0.001418078;847.8;4.8483
848;0.001426264;848;4.8458
848.2;0.001438136;848.2;4.8422
848.4;0.001453115;848.4;4.8377
848.6;0.001471974;848.6;4.8321
848.8;0.00149417;848.8;4.8256
849;0.001520197;849;4.8181
849.2;0.001549887;849.2;4.8097
849.4;0.001583434;849.4;4.8004
849.6;0.00162069;849.6;4.7903
849.8;0.001662264;849.8;4.7793
850;0.001707654;850;4.7676
850.2;0.001757114;850.2;4.7552
850.4;0.00181134;850.4;4.742
850.6;0.001869821;850.6;4.7282
850.8;0.001932858;850.8;4.7138
851;0.002000322;851;4.6989
851.2;0.002072526;851.2;4.6835
851.4;0.002149315;851.4;4.6677
851.6;0.002230489;851.6;4.6516
851.8;0.002316328;851.8;4.6352
852;0.002406578;852;4.6186
852.2;0.002500921;852.2;4.6019
852.4;0.002598962;852.4;4.5852
852.6;0.002700847;852.6;4.5685
852.8;0.002805434;852.8;4.552
853;0.002912058;853;4.5358
853.2;0.003019952;853.2;4.52
853.4;0.00312896;853.4;4.5046
853.6;0.003238173;853.6;4.4897
853.8;0.0033458;853.8;4.4755
854;0.003451437;854;4.462
854.2;0.003554676;854.2;4.4492
854.4;0.003653423;854.4;4.4373
854.6;0.003747141;854.6;4.4263
854.8;0.003834423;854.8;4.4163
855;0.003915615;855;4.4072
855.2;0.003990249;855.2;4.399
855.4;0.004056019;855.4;4.3919
855.6;0.004113391;855.6;4.3858
855.8;0.004162939;855.8;4.3806
856;0.004203393;856;4.3764
856.2;0.00423643;856.2;4.373
856.4;0.004259906;856.4;4.3706
856.6;0.004274644;856.6;4.3691
856.8;0.004282526;856.8;4.3683
857;0.004282526;857;4.3683
857.2;0.004274644;857.2;4.3691
857.4;0.004259906;857.4;4.3706
857.6;0.004238381;857.6;4.3728
857.8;0.004210174;857.8;4.3757
858;0.00417638;858;4.3792
858.2;0.004137138;858.2;4.3833
858.4;0.004091664;858.4;4.3881
858.6;0.004041104;858.6;4.3935
858.8;0.003985658;858.8;4.3995
859;0.003925545;859;4.4061
859.2;0.003860113;859.2;4.4134
859.4;0.003791403;859.4;4.4212
859.6;0.00371792;859.6;4.4297
859.8;0.003641665;859.8;4.4387
860;0.00356123;860;4.4484
860.2;0.003478564;860.2;4.4586
860.4;0.003393907;860.4;4.4693
860.6;0.00330674;860.6;4.4806
860.8;0.003218103;860.8;4.4924
861;0.00312824;861;4.5047
861.2;0.003038086;861.2;4.5174
861.4;0.002947813;861.4;4.5305
861.6;0.002858249;861.6;4.5439
861.8;0.002770129;861.8;4.5575
862;0.002682872;862;4.5714
862.2;0.002597168;862.2;4.5855
862.4;0.002514201;862.4;4.5996
862.6;0.002433324;862.6;4.6138
862.8;0.002355049;862.8;4.628
863;0.002280342;863;4.642
863.2;0.002208005;863.2;4.656
863.4;0.002139439;863.4;4.6697
863.6;0.002073958;863.6;4.6832
863.8;0.002012334;863.8;4.6963
864;0.00195389;864;4.7091
864.2;0.001898891;864.2;4.7215
864.4;0.001847566;864.4;4.7334
864.6;0.001800114;864.6;4.7447
864.8;0.001755497;864.8;4.7556
865;0.001714747;865;4.7658
865.2;0.001676872;865.2;4.7755
865.4;0.001642858;865.4;4.7844
865.6;0.001611759;865.6;4.7927
865.8;0.001583799;865.8;4.8003
866;0.001559193;866;4.8071
866.2;0.001537801;866.2;4.8131
866.4;0.001519498;866.4;4.8183
866.6;0.001504181;866.6;4.8227
866.8;0.001492107;866.8;4.8262
867;0.001483201;867;4.8288
867.2;0.001477066;867.2;4.8306
867.4;0.001474348;867.4;4.8314
867.6;0.001474688;867.6;4.8313
867.8;0.001478087;867.8;4.8303
868;0.001485252;868;4.8282
868.2;0.001495547;868.2;4.8252
868.4;0.001509385;868.4;4.8212
868.6;0.001527214;868.6;4.8161
868.8;0.001548817;868.8;4.81
869;0.001574708;869;4.8028
869.2;0.001604723;869.2;4.7946
869.4;0.001639834;869.4;4.7852
869.6;0.001679577;869.6;4.7748
869.8;0.001725043;869.8;4.7632
870;0.001776642;870;4.7504
870.2;0.001834425;870.2;4.7365
870.4;0.001898891;870.4;4.7215
870.6;0.001971515;870.6;4.7052
870.8;0.002052107;870.8;4.6878
871;0.002141411;871;4.6693
871.2;0.0022413;871.2;4.6495
871.4;0.002351798;871.4;4.6286
871.6;0.002474002;871.6;4.6066
871.8;0.002609156;871.8;4.5835
872;0.002758672;872;4.5593
872.2;0.002922806;872.2;4.5342
872.4;0.00310313;872.4;4.5082
872.6;0.003299894;872.6;4.4815
872.8;0.003513177;872.8;4.4543
873;0.003744553;873;4.4266
873.2;0.003991168;873.2;4.3989
873.4;0.004253045;873.4;4.3713
873.6;0.004525848;873.6;4.3443
873.8;0.004805073;873.8;4.3183
874;0.005085106;874;4.2937
874.2;0.005356733;874.2;4.2711
874.4;0.00561048;874.4;4.251
874.6;0.005834451;874.6;4.234
874.8;0.006018663;874.8;4.2205
875;0.006151769;875;4.211
875.2;0.006227303;875.2;4.2057
875.4;0.006240221;875.4;4.2048
875.6;0.006190133;875.6;4.2083
875.8;0.00608135;875.8;4.216
876;0.005921067;876;4.2276
876.2;0.005720052;876.2;4.2426
876.4;0.005489086;876.4;4.2605
876.6;0.005238416;876.6;4.2808
876.8;0.004977371;876.8;4.303
877;0.004716285;877;4.3264
877.2;0.004459642;877.2;4.3507
877.4;0.004212113;877.4;4.3755
877.6;0.003978323;877.6;4.4003
877.8;0.003758374;877.8;4.425
878;0.003553857;878;4.4493
878.2;0.003365891;878.2;4.4729
878.4;0.003193743;878.4;4.4957
878.6;0.003036687;878.6;4.5176
878.8;0.002893344;878.8;4.5386
879;0.002764394;879;4.5584
879.2;0.002647281;879.2;4.5772
879.4;0.002542143;879.4;4.5948
879.6;0.002447936;879.6;4.6112
879.8;0.002363742;879.8;4.6264
880;0.002288232;880;4.6405
880.2;0.002221775;880.2;4.6533
880.4;0.002163217;880.4;4.6649
880.6;0.002111543;880.6;4.6754
880.8;0.002066807;880.8;4.6847
881;0.002028617;881;4.6928
881.2;0.001996641;881.2;4.6997
881.4;0.001970153;881.4;4.7055
881.6;0.001948498;881.6;4.7103
881.8;0.001932413;881.8;4.7139
882;0.001921321;882;4.7164
882.2;0.001915138;882.2;4.7178
882.4;0.001912934;882.4;4.7183
882.6;0.001915579;882.6;4.7177
882.8;0.001922649;882.8;4.7161
883;0.001934194;883;4.7135
883.2;0.001949845;883.2;4.71
883.4;0.001970153;883.4;4.7055
883.6;0.001994344;883.6;4.7002
883.8;0.002023485;883.8;4.6939
884;0.002056364;884;4.6869
884.2;0.00209363;884.2;4.6791
884.4;0.002135502;884.4;4.6705
884.6;0.002181725;884.6;4.6612
884.8;0.002232544;884.8;4.6512
885;0.002287705;885;4.6406
885.2;0.00234747;885.2;4.6294
885.4;0.002411015;885.4;4.6178
885.6;0.002479134;885.6;4.6057
885.8;0.002550939;885.8;4.5933
886;0.002626637;886;4.5806
886.2;0.002705827;886.2;4.5677
886.4;0.002787405;886.4;4.5548
886.6;0.002872103;886.6;4.5418
886.8;0.002958694;886.8;4.5289
887;0.003046492;887;4.5162
887.2;0.003134729;887.2;4.5038
887.4;0.003222552;887.4;4.4918
887.6;0.003308263;887.6;4.4804
887.8;0.003391564;887.8;4.4696
888;0.003471363;888;4.4595
888.2;0.0035465;888.2;4.4502
888.4;0.003615763;888.4;4.4418
888.6;0.003678748;888.6;4.4343
888.8;0.003733361;888.8;4.4279
889;0.003780942;889;4.4224
889.2;0.003819443;889.2;4.418
889.4;0.003848575;889.4;4.4147
889.6;0.003869011;889.6;4.4124
889.8;0.003881504;889.8;4.411
890;0.00388508;890;4.4106
890.2;0.00388061;890.2;4.4111
890.4;0.003869011;890.4;4.4124
890.6;0.003851235;890.6;4.4144
890.8;0.003828247;890.8;4.417
891;0.003800144;891;4.4202
891.2;0.003768773;891.2;4.4238
891.4;0.003734221;891.4;4.4278
891.6;0.00369743;891.6;4.4321
891.8;0.003659317;891.8;4.4366
892;0.003619929;892;4.4413
892.2;0.003580964;892.2;4.446
892.4;0.003541604;892.4;4.4508
892.6;0.003503483;892.6;4.4555
892.8;0.003465772;892.8;4.4602
893;0.003430046;893;4.4647
893.2;0.003394689;893.2;4.4692
893.4;0.00336047;893.4;4.4736
893.6;0.003328128;893.6;4.4778
893.8;0.003296097;893.8;4.482
894;0.003265878;894;4.486
894.2;0.003235937;894.2;4.49
894.4;0.003206269;894.4;4.494
894.6;0.003177606;894.6;4.4979
894.8;0.003148473;894.8;4.5019
895;0.00311889;895;4.506
895.2;0.003088161;895.2;4.5103
895.4;0.003057032;895.4;4.5147
895.6;0.003024127;895.6;4.5194
895.8;0.00298951;895.8;4.5244
896;0.002953249;896;4.5297
896.2;0.00291407;896.2;4.5355
896.4;0.002872103;896.4;4.5418
896.6;0.002827483;896.6;4.5486
896.8;0.002780353;896.8;4.5559
897;0.002729606;897;4.5639
897.2;0.002676086;897.2;4.5725
897.4;0.002619389;897.4;4.5818
897.6;0.002560354;897.6;4.5917
897.8;0.002499194;897.8;4.6022
898;0.002435567;898;4.6134
898.2;0.002370282;898.2;4.6252
898.4;0.002303563;898.4;4.6376
898.6;0.00223563;898.6;4.6506
898.8;0.002167205;898.8;4.6641
899;0.00209894;899;4.678
899.2;0.002030954;899.2;4.6923
899.4;0.00196336;899.4;4.707
899.6;0.001897143;899.6;4.7219
899.8;0.001832314;899.8;4.737
900;0.001768887;900;4.7523
900.2;0.001707654;900.2;4.7676
900.4;0.001648922;900.4;4.7828
900.6;0.001592209;900.6;4.798
900.8;0.001537801;900.8;4.8131
901;0.001485936;901;4.828
901.2;0.001436151;901.2;4.8428
901.4;0.001389313;901.4;4.8572
901.6;0.001344621;901.6;4.8714
901.8;0.001302267;901.8;4.8853
902;0.001262409;902;4.8988
902.2;0.00122518;902.2;4.9118
902.4;0.001189871;902.4;4.9245
902.6;0.001157178;902.6;4.9366
902.8;0.001126419;902.8;4.9483
903;0.001097994;903;4.9594
903.2;0.001071273;903.2;4.9701
903.4;0.001046887;903.4;4.9801
903.6;0.001024236;903.6;4.9896
903.8;0.001003691;903.8;4.9984
904;0.000984691;904;5.0067
904.2;0.000967609;904.2;5.0143
904.4;0.000952138;904.4;5.0213
904.6;0.00093821;904.6;5.0277
904.8;0.000925977;904.8;5.0334
905;0.000915377;905;5.0384
905.2;0.00090615;905.2;5.0428
905.4;0.000898463;905.4;5.0465
905.6;0.000892278;905.6;5.0495
905.8;0.000887565;905.8;5.0518
906;0.000884301;906;5.0534
906.2;0.00088247;906.2;5.0543
906.4;0.000882064;906.4;5.0545
906.6;0.000883283;906.6;5.0539
906.8;0.000885727;906.8;5.0527
907;0.000889816;907;5.0507
907.2;0.000895365;907.2;5.048
907.4;0.000902402;907.4;5.0446
907.6;0.000911171;907.6;5.0404
907.8;0.00092151;907.8;5.0355
908;0.000933684;908;5.0298
908.2;0.000947545;908.2;5.0234
908.4;0.000963163;908.4;5.0163
908.6;0.000980844;908.6;5.0084
908.8;0.001000461;908.8;4.9998
909;0.001022351;909;4.9904
909.2;0.001046646;909.2;4.9802
909.4;0.001073248;909.4;4.9693
909.6;0.0011023;909.6;4.9577
909.8;0.001134227;909.8;4.9453
910;0.00116923;910;4.9321
910.2;0.001207258;910.2;4.9182
910.4;0.001248533;910.4;4.9036
910.6;0.0012936;910.6;4.8882
910.8;0.001342456;910.8;4.8721
911;0.001395404;911;4.8553
911.2;0.00145278;911.2;4.8378
911.4;0.001514607;911.4;4.8197
911.6;0.001581612;911.6;4.8009
911.8;0.001654246;911.8;4.7814
912;0.001732208;912;4.7614
912.2;0.001816352;912.2;4.7408
912.4;0.001906777;912.4;4.7197
912.6;0.002004011;912.6;4.6981
912.8;0.002107657;912.8;4.6762
913;0.002218707;913;4.6539
913.2;0.002337222;913.2;4.6313
913.4;0.002462635;913.4;4.6086
913.6;0.002595374;913.6;4.5858
913.8;0.002734639;913.8;4.5631
914;0.002880713;914;4.5405
914.2;0.003032494;914.2;4.5182
914.4;0.003189334;914.4;4.4963
914.6;0.003349654;914.6;4.475
914.8;0.003511559;914.8;4.4545
915;0.003674515;915;4.4348
915.2;0.003835306;915.2;4.4162
915.4;0.003993006;915.4;4.3987
915.6;0.004143812;915.6;4.3826
915.8;0.004287459;915.8;4.3678
916;0.004418756;916;4.3547
916.2;0.004538371;916.2;4.3431
916.4;0.004644083;916.4;4.3331
916.6;0.004733692;916.6;4.3248
916.8;0.00480618;916.8;4.3182
917;0.004862952;917;4.3131
917.2;0.004902301;917.2;4.3096
917.4;0.004927198;917.4;4.3074
917.6;0.004936282;917.6;4.3066
917.8;0.004932874;917.8;4.3069
918;0.00491813;918;4.3082
918.2;0.004894406;918.2;4.3103
918.4;0.004861833;918.4;4.3132
918.6;0.004823919;918.6;4.3166
918.8;0.004780794;918.8;4.3205
919;0.004735872;919;4.3246
919.2;0.004689213;919.2;4.3289
919.4;0.004643014;919.4;4.3332
919.6;0.00459727;919.6;4.3375
919.8;0.004554073;919.8;4.3416
920;0.004512321;920;4.3456
920.2;0.004474041;920.2;4.3493
920.4;0.004439152;920.4;4.3527
920.6;0.004408593;920.6;4.3557
920.8;0.004382279;920.8;4.3583
921;0.004359132;921;4.3606
921.2;0.004341102;921.2;4.3624
921.4;0.004326134;921.4;4.3639
921.6;0.004316184;921.6;4.3649
921.8;0.004309233;921.8;4.3656
922;0.004306258;922;4.3659
922.2;0.004306258;922.2;4.3659
922.4;0.004309233;922.4;4.3656
922.6;0.004314197;922.6;4.3651
922.8;0.004321157;922.8;4.3644
923;0.004329124;923;4.3636
923.2;0.004337106;923.2;4.3628
923.4;0.004345102;923.4;4.362
923.6;0.004353114;923.6;4.3612
923.8;0.004359132;923.8;4.3606
924;0.004362144;924;4.3603
924.2;0.004362144;924.2;4.3603
924.4;0.004358128;924.4;4.3607
924.6;0.004349106;924.6;4.3616
924.8;0.004334111;924.8;4.3631
925;0.004314197;925;4.3651
925.2;0.004286472;925.2;4.3679
925.4;0.004253045;925.4;4.3713
925.6;0.004212113;925.6;4.3755
925.8;0.004163897;925.8;4.3805
926;0.004108658;926;4.3863
926.2;0.004046691;926.2;4.3929
926.4;0.003979239;926.4;4.4002
926.6;0.00390571;926.6;4.4083
926.8;0.003826485;926.8;4.4172
927;0.003743691;927;4.4267
927.2;0.00365679;927.2;4.4369
927.4;0.003567796;927.4;4.4476
927.6;0.003476962;927.6;4.4588
927.8;0.003385322;927.8;4.4704
928;0.003293063;928;4.4824
928.2;0.003201843;928.2;4.4946
