? (nm);T (%);? (nm);OD
1176.8;0.003397817;1176.8;4.4688
1177;0.003320473;1177;4.4788
1177.2;0.003246385;1177.2;4.4886
1177.4;0.003173949;1177.4;4.4984
1177.6;0.003105275;1177.6;4.5079
1177.8;0.003038785;1177.8;4.5173
1178;0.002975089;1178;4.5265
1178.2;0.00291407;1178.2;4.5355
1178.4;0.002855617;1178.4;4.5443
1178.6;0.002799626;1178.6;4.5529
1178.8;0.002746629;1178.8;4.5612
1179;0.002695256;1179;4.5694
1179.2;0.002646671;1179.2;4.5773
1179.4;0.00260016;1179.4;4.585
1179.6;0.00255623;1179.6;4.5924
1179.8;0.002514201;1179.8;4.5996
1180;0.002474571;1180;4.6065
1180.2;0.002436688;1180.2;4.6132
1180.4;0.002401043;1180.4;4.6196
1180.6;0.002367009;1180.6;4.6258
1180.8;0.002334533;1180.8;4.6318
1181;0.002304093;1181;4.6375
1181.2;0.002275621;1181.2;4.6429
1181.4;0.002249055;1181.4;4.648
1181.6;0.00222331;1181.6;4.653
1181.8;0.002199885;1181.8;4.6576
1182;0.00217771;1182;4.662
1182.2;0.002156751;1182.2;4.6662
1182.4;0.00213747;1182.4;4.6701
1182.6;0.002119825;1182.6;4.6737
1182.8;0.002103294;1182.8;4.6771
1183;0.002088334;1183;4.6802
1183.2;0.002074436;1183.2;4.6831
1183.4;0.002062054;1183.4;4.6857
1183.6;0.00205069;1183.6;4.6881
1183.8;0.002040798;1183.8;4.6902
1184;0.002032357;1184;4.692
1184.2;0.002024417;1184.2;4.6937
1184.4;0.002018366;1184.4;4.695
1184.6;0.002013261;1184.6;4.6961
1184.8;0.002009093;1184.8;4.697
1185;0.002006319;1185;4.6976
1185.2;0.002004472;1185.2;4.698
1185.4;0.002003549;1185.4;4.6982
1185.6;0.002004011;1185.6;4.6981
1185.8;0.002005857;1185.8;4.6977
1186;0.00200863;1186;4.6971
1186.2;0.002012334;1186.2;4.6963
1186.4;0.002017437;1186.4;4.6952
1186.6;0.002023485;1186.6;4.6939
1186.8;0.002030954;1186.8;4.6923
1187;0.002039389;1187;4.6905
1187.2;0.002048802;1187.2;4.6885
1187.4;0.002059681;1187.4;4.6862
1187.6;0.002071572;1187.6;4.6837
1187.8;0.002084491;1187.8;4.681
1188;0.00209894;1188;4.678
1188.2;0.002114463;1188.2;4.6748
1188.4;0.002131081;1188.4;4.6714
1188.6;0.002149315;1188.6;4.6677
1188.8;0.002168703;1188.8;4.6638
1189;0.002189778;1189;4.6596
1189.2;0.002212076;1189.2;4.6552
1189.4;0.00223563;1189.4;4.6506
1189.6;0.002260997;1189.6;4.6457
1189.8;0.002287705;1189.8;4.6406
1190;0.002315794;1190;4.6353
1190.2;0.002345849;1190.2;4.6297
1190.4;0.002377388;1190.4;4.6239
1190.6;0.00241046;1190.6;4.6179
1190.8;0.002445682;1190.8;4.6116
1191;0.002482561;1191;4.6051
1191.2;0.002521158;1191.2;4.5984
1191.4;0.002562123;1191.4;4.5914
1191.6;0.002604954;1191.6;4.5842
1191.8;0.00265033;1191.8;4.5767
1192;0.002697739;1192;4.569
1192.2;0.002747261;1192.2;4.5611
1192.4;0.002799626;1192.4;4.5529
1192.6;0.002854303;1192.6;4.5445
1192.8;0.002912058;1192.8;4.5358
1193;0.00297235;1193;4.5269
1193.2;0.003035289;1193.2;4.5178
1193.4;0.003101701;1193.4;4.5084
1193.6;0.003171758;1193.6;4.4987
1193.8;0.003244143;1193.8;4.4889
1194;0.003321238;1194;4.4787
1194.2;0.003401731;1194.2;4.4683
1194.4;0.00348578;1194.4;4.4577
1194.6;0.003574374;1194.6;4.4468
1194.8;0.003666908;1194.8;4.4357
1195;0.003764437;1195;4.4243
1195.2;0.00386723;1195.2;4.4126
1195.4;0.00397466;1195.4;4.4007
1195.6;0.004087898;1195.6;4.3885
1195.8;0.004207266;1195.8;4.376
1196;0.004332115;1196;4.3633
1196.2;0.004463751;1196.2;4.3503
1196.4;0.004601506;1196.4;4.3371
1196.6;0.00474679;1196.6;4.3236
1196.8;0.004900044;1196.8;4.3098
1197;0.005061742;1197;4.2957
1197.2;0.005232389;1197.2;4.2813
1197.4;0.00541128;1197.4;4.2667
1197.6;0.005601444;1197.6;4.2517
1197.8;0.005800962;1197.8;4.2365
1198;0.006011737;1198;4.221
1198.2;0.006235912;1198.2;4.2051
1198.4;0.006471426;1198.4;4.189
1198.6;0.006720475;1198.6;4.1726
1198.8;0.006983932;1198.8;4.1559
1199;0.007264404;1199;4.1388
1199.2;0.007561361;1199.2;4.1214
1199.4;0.007874083;1199.4;4.1038
1199.6;0.008207294;1199.6;4.0858
1199.8;0.008562488;1199.8;4.0674
1200;0.00893717;1200;4.0488
1200.2;0.009336842;1200.2;4.0298
1200.4;0.009763376;1200.4;4.0104
1200.6;0.01021645;1200.6;3.9907
1200.8;0.010697936;1200.8;3.9707
1201;0.011212437;1201;3.9503
1201.2;0.01176251;1201.2;3.9295
1201.4;0.012348096;1201.4;3.9084
1201.6;0.01297478;1201.6;3.8869
1201.8;0.013645831;1201.8;3.865
1202;0.014364814;1202;3.8427
1202.2;0.015132128;1202.2;3.8201
1202.4;0.015958791;1202.4;3.797
1202.6;0.016842246;1202.6;3.7736
1202.8;0.017795082;1202.8;3.7497
1203;0.018814817;1203;3.7255
1203.2;0.019915903;1203.2;3.7008
1203.4;0.021100852;1203.4;3.6757
1203.6;0.022376904;1203.6;3.6502
1203.8;0.02375746;1203.8;3.6242
1204;0.025246431;1204;3.5978
1204.2;0.026853444;1204.2;3.571
1204.4;0.028589068;1204.4;3.5438
1204.6;0.030471933;1204.6;3.5161
1204.8;0.03250873;1204.8;3.488
1205;0.034721622;1205;3.4594
1205.2;0.037119319;1205.2;3.4304
1205.4;0.039719155;1205.4;3.401
1205.6;0.042540246;1205.6;3.3712
1205.8;0.045603692;1205.8;3.341
1206;0.048944061;1206;3.3103
1206.2;0.052565403;1206.2;3.2793
1206.4;0.056493697;1206.4;3.248
1206.6;0.060771506;1206.6;3.2163
1206.8;0.065418412;1206.8;3.1843
1207;0.070453083;1207;3.1521
1207.2;0.075910176;1207.2;3.1197
1207.4;0.081827635;1207.4;3.0871
1207.6;0.08820638;1207.6;3.0545
1207.8;0.095104266;1207.8;3.0218
1208;0.102494368;1208;2.9893
1208.2;0.110433287;1208.2;2.9569
1208.4;0.118904968;1208.4;2.9248
1208.6;0.127879226;1208.6;2.8932
1208.8;0.137340935;1208.8;2.8622
1209;0.147265155;1209;2.8319
1209.2;0.157579602;1209.2;2.8025
1209.4;0.168189934;1209.4;2.7742
1209.6;0.178978144;1209.6;2.7472
1209.8;0.189845366;1209.8;2.7216
1210;0.200631906;1210;2.6976
1210.2;0.211154334;1210.2;2.6754
1210.4;0.221258518;1210.4;2.6551
1210.6;0.23072784;1210.6;2.6369
1210.8;0.23938669;1210.8;2.6209
1211;0.247172415;1211;2.607
1211.2;0.253863346;1211.2;2.5954
1211.4;0.25935821;1211.4;2.5861
1211.6;0.263693849;1211.6;2.5789
1211.8;0.26687015;1211.8;2.5737
1212;0.268843784;1212;2.5705
1212.2;0.269649736;1212.2;2.5692
1212.4;0.269525587;1212.4;2.5694
1212.6;0.268472619;1212.6;2.5711
1212.8;0.266563081;1212.8;2.5742
1213;0.264058408;1213;2.5783
1213.2;0.261035756;1213.2;2.5833
1213.4;0.257572801;1213.4;2.5891
1213.6;0.253804899;1213.6;2.5955
1213.8;0.249861878;1213.8;2.6023
1214;0.245810257;1214;2.6094
1214.2;0.241712995;1214.2;2.6167
1214.4;0.237629306;1214.4;2.6241
1214.6;0.23361461;1214.6;2.6315
1214.8;0.229720631;1214.8;2.6388
1215;0.225943577;1215;2.646
1215.2;0.222382189;1215.2;2.6529
1215.4;0.218977756;1215.4;2.6596
1215.6;0.215824131;1215.6;2.6659
1215.8;0.212862912;1215.8;2.6719
1216;0.210135777;1216;2.6775
1216.2;0.207634731;1216.2;2.6827
1216.4;0.205352503;1216.4;2.6875
1216.6;0.203329316;1216.6;2.6918
1216.8;0.201511576;1216.8;2.6957
1217;0.199940144;1217;2.6991
1217.2;0.198609492;1217.2;2.702
1217.4;0.197469488;1217.4;2.7045
1217.6;0.196607463;1217.6;2.7064
1217.8;0.195929577;1217.8;2.7079
1218;0.195433946;1218;2.709
1218.2;0.195209073;1218.2;2.7095
1218.4;0.19516413;1218.4;2.7096
1218.6;0.19538895;1218.6;2.7091
1218.8;0.19579428;1218.8;2.7082
1219;0.196381241;1219;2.7069
1219.2;0.197196862;1219.2;2.7051
1219.4;0.198243976;1219.4;2.7028
1219.6;0.199526231;1219.6;2.7
1219.8;0.201001825;1219.8;2.6968
1220;0.202674915;1220;2.6932
1220.2;0.204597348;1220.2;2.6891
1220.4;0.206728332;1220.4;2.6846
1220.6;0.209073986;1220.6;2.6797
1220.8;0.211689833;1220.8;2.6743
1221;0.214486519;1221;2.6686
1221.2;0.217570495;1221.2;2.6624
1221.4;0.220902179;1221.4;2.6558
1221.6;0.224491551;1221.6;2.6488
1221.8;0.228296892;1221.8;2.6415
1222;0.23238067;1222;2.6338
1222.2;0.236755458;1222.2;2.6257
1222.4;0.241434873;1222.4;2.6172
1222.6;0.246376908;1222.6;2.6084
1222.8;0.251651776;1222.8;2.5992
1223;0.257217196;1223;2.5897
1223.2;0.26308737;1223.2;2.5799
1223.4;0.269277459;1223.4;2.5698
1223.6;0.275803644;1223.6;2.5594
1223.8;0.282683201;1223.8;2.5487
1224;0.289934569;1224;2.5377
1224.2;0.297577438;1224.2;2.5264
1224.4;0.305562462;1224.4;2.5149
1224.6;0.313978565;1224.6;2.5031
1224.8;0.322700769;1224.8;2.4912
1225;0.331894458;1225;2.479
1225.2;0.341507307;1225.2;2.4666
1225.4;0.3514795;1225.4;2.4541
1225.6;0.361909514;1225.6;2.4414
1225.8;0.372649034;1225.8;2.4287
1226;0.383972393;1226;2.4157
1226.2;0.395548735;1226.2;2.4028
1226.4;0.407661783;1226.4;2.3897
1226.6;0.420049043;1226.6;2.3767
1226.8;0.432912375;1226.8;2.3636
1227;0.446169625;1227;2.3505
1227.2;0.459726989;1227.2;2.3375
1227.4;0.473587248;1227.4;2.3246
1227.6;0.487753057;1227.6;2.3118
1227.8;0.502226934;1227.8;2.2991
1228;0.516892225;1228;2.2866
1228.2;0.531618395;1228.2;2.2744
1228.4;0.546638228;1228.4;2.2623
1228.6;0.561694278;1228.6;2.2505
1228.8;0.576633673;1228.8;2.2391
1229;0.591697862;1229;2.2279
1229.2;0.606456982;1229.2;2.2172
1229.4;0.621155021;1229.4;2.2068
1229.6;0.63562358;1229.6;2.1968
1229.8;0.649680752;1229.8;2.1873
1230;0.663437476;1230;2.1782
1230.2;0.676705958;1230.2;2.1696
1230.4;0.689445593;1230.4;2.1615
1230.6;0.701455298;1230.6;2.154
1230.8;0.71301719;1230.8;2.1469
1231;0.723769037;1231;2.1404
1231.2;0.733837667;1231.2;2.1344
1231.4;0.743190244;1231.4;2.1289
1231.6;0.751622894;1231.6;2.124
1231.8;0.759451423;1231.8;2.1195
1232;0.766302072;1232;2.1156
1232.2;0.772502689;1232.2;2.1121
1232.4;0.777857422;1232.4;2.1091
1232.6;0.782528205;1232.6;2.1065
1232.8;0.786321227;1232.8;2.1044
1233;0.789405231;1233;2.1027
1233.2;0.791954079;1233.2;2.1013
1233.4;0.793962517;1233.4;2.1002
1233.6;0.795243266;1233.6;2.0995
1233.8;0.795976049;1233.8;2.0991
1234;0.796342694;1234;2.0989
1234.2;0.796342694;1234.2;2.0989
1234.4;0.795976049;1234.4;2.0991
1234.6;0.795426398;1234.6;2.0994
1234.8;0.794511157;1234.8;2.0999
1235;0.793414257;1235;2.1005
1235.2;0.792318871;1235.2;2.1011
1235.4;0.791042833;1235.4;2.1018
1235.6;0.789768849;1235.6;2.1025
1235.8;0.788496918;1235.8;2.1032
1236;0.787227035;1236;2.1039
1236.2;0.786140191;1236.2;2.1045
1236.4;0.785235635;1236.4;2.105
1236.6;0.784332119;1236.6;2.1055
1236.8;0.783790509;1236.8;2.1058
1237;0.783429643;1237;2.106
1237.2;0.783429643;1237.2;2.106
1237.4;0.783610055;1237.4;2.1059
1237.6;0.784151541;1237.6;2.1056
1237.8;0.785054848;1237.8;2.1051
1238;0.786140191;1238;2.1045
1238.2;0.787952431;1238.2;2.1035
1238.4;0.789950721;1238.4;2.1024
1238.6;0.79250133;1238.6;2.101
1238.8;0.795426398;1238.8;2.0994
1239;0.798730006;1239;2.0976
1239.2;0.802786388;1239.2;2.0954
1239.4;0.80723503;1239.4;2.093
1239.6;0.812082216;1239.6;2.0904
1239.8;0.817711301;1239.8;2.0874
1240;0.823758673;1240;2.0842
1240.2;0.83061544;1240.2;2.0806
1240.4;0.837915067;1240.4;2.0768
1240.6;0.845862945;1240.6;2.0727
1240.8;0.854673031;1240.8;2.0682
1241;0.863972661;1241;2.0635
1241.2;0.874178256;1241.2;2.0584
1241.4;0.88511561;1241.4;2.053
1241.6;0.896809087;1241.6;2.0473
1241.8;0.909284944;1241.8;2.0413
1242;0.922783882;1242;2.0349
1242.2;0.937130343;1242.2;2.0282
1242.4;0.952357486;1242.4;2.0212
1242.6;0.968500836;1242.6;2.0139
1242.8;0.985825392;1242.8;2.0062
1243;1.004384496;1243;1.9981
1243.2;1.023764345;1243.2;1.9898
1243.4;1.044720219;1243.4;1.981
1243.6;1.066596121;1243.6;1.972
1243.8;1.090184492;1243.8;1.9625
1244;1.114807803;1244;1.9528
1244.2;1.14130048;1244.2;1.9426
1244.4;1.169230135;1244.4;1.9321
1244.6;1.198671005;1244.6;1.9213
1244.8;1.229985524;1244.8;1.9101
1245;1.263281104;1245;1.8985
1245.2;1.298374568;1245.2;1.8866
1245.4;1.335672548;1245.4;1.8743
1245.6;1.374991457;1245.6;1.8617
1245.8;1.416772114;1245.8;1.8487
1246;1.461167487;1246;1.8353
1246.2;1.508342611;1246.2;1.8215
1246.4;1.558116763;1246.4;1.8074
1246.6;1.611016543;1246.6;1.7929
1246.8;1.667247213;1246.8;1.778
1247;1.726632853;1247;1.7628
1247.2;1.789781439;1247.2;1.7472
1247.4;1.856949101;1247.4;1.7312
1247.6;1.928412776;1247.6;1.7148
1247.8;2.004010534;1247.8;1.6981
1248;2.084490883;1248;1.681
1248.2;2.170201204;1248.2;1.6635
1248.4;2.260997072;1248.4;1.6457
1248.6;2.357762196;1248.6;1.6275
1248.8;2.460367604;1248.8;1.609
1249;2.569803995;1249;1.5901
1249.2;2.686581377;1249.2;1.5708
1249.4;2.8106062;1249.4;1.5512
1249.6;2.942388402;1249.6;1.5313
1249.8;3.08318795;1249.8;1.511
1250;3.232213203;1250;1.4905
1250.2;3.391563869;1250.2;1.4696
1250.4;3.561229809;1250.4;1.4484
1250.6;3.741105883;1250.6;1.427
1250.8;3.932783146;1250.8;1.4053
1251;4.136185426;1251;1.3834
1251.2;4.352111366;1251.2;1.3613
1251.4;4.581418867;1251.4;1.339
1251.6;4.823918924;1251.6;1.3166
1251.8;5.081594426;1251.8;1.294
1252;5.354266701;1252;1.2713
1252.2;5.641570244;1252.2;1.2486
1252.4;5.942921586;1252.4;1.226
1252.6;6.261811646;1252.6;1.2033
1252.8;6.594775259;1252.8;1.1808
1253;6.943844712;1253;1.1584
1253.2;7.30802459;1253.2;1.1362
1253.4;7.684223711;1253.4;1.1144
1253.6;8.076068613;1253.6;1.0928
1253.8;8.478128603;1253.8;1.0717
1254;8.889963953;1254;1.0511
1254.2;9.308935046;1254.2;1.0311
1254.4;9.734194059;1254.4;1.0117
1254.6;10.16248693;1254.6;0.993
1254.8;10.59009851;1254.8;0.9751
1255;11.0153931;1255;0.958
1255.2;11.43404771;1255.2;0.9418
1255.4;11.84131679;1255.4;0.9266
1255.6;12.23488805;1255.6;0.9124
1255.8;12.60956196;1255.8;0.8993
1256;12.96582035;1256;0.8872
1256.2;13.29841862;1256.2;0.8762
1256.4;13.60817858;1256.4;0.8662
1256.6;13.88673027;1256.6;0.8574
1256.8;14.13839139;1256.8;0.8496
1257;14.36150653;1257;0.8428
1257.2;14.55459081;1257.2;0.837
1257.4;14.71634634;1257.4;0.8322
1257.6;14.85251501;1257.6;0.8282
1257.8;14.96235656;1257.8;0.825
1258;15.04873519;1258;0.8225
1258.2;15.11123641;1258.2;0.8207
1258.4;15.15304804;1258.4;0.8195
1258.6;15.17749156;1258.6;0.8188
1258.8;15.18797942;1258.8;0.8185
1259;15.18448266;1259;0.8186
1259.2;15.17050367;1259.2;0.819
1259.4;15.14955932;1259.4;0.8196
1259.6;15.12167849;1259.6;0.8204
1259.8;15.09384897;1259.8;0.8212
1260;15.06260197;1260;0.8221
1260.2;15.03488117;1260.2;0.8229
1260.4;15.00721139;1260.4;0.8237
1260.6;14.98304211;1260.6;0.8244
1260.8;14.96580217;1260.8;0.8249
1261;14.9520245;1261;0.8253
1261.2;14.94858207;1261.2;0.8254
1261.4;14.95546773;1261.4;0.8252
1261.6;14.97269576;1261.6;0.8247
1261.8;14.99684836;1261.8;0.824
1262;15.03488117;1262;0.8229
1262.2;15.08689959;1262.2;0.8214
1262.4;15.14955932;1262.4;0.8196
1262.6;15.22649696;1262.6;0.8174
1262.8;15.31792716;1262.8;0.8148
1263;15.4276579;1263;0.8117
1263.2;15.5489118;1263.2;0.8083
1263.4;15.68917113;1263.4;0.8044
1263.6;15.84893192;1263.6;0.8
1263.8;16.0213829;1263.8;0.7953
1264;16.21810097;1264;0.79
1264.2;16.42857898;1264.2;0.7844
1264.4;16.66479594;1264.4;0.7782
1264.6;16.9160905;1264.6;0.7717
1264.8;17.19491368;1264.8;0.7646
1265;17.49443818;1265;0.7571
1265.2;17.81558141;1265.2;0.7492
1265.4;18.16351931;1265.4;0.7408
1265.6;18.53531623;1265.6;0.732
1265.8;18.93651255;1265.8;0.7227
1266;19.35976138;1266;0.7131
1266.2;19.81527026;1266.2;0.703
1266.4;20.3001852;1266.4;0.6925
1266.6;20.81133787;1266.6;0.6817
1266.8;21.35502086;1266.8;0.6705
1267;21.92804935;1267;0.659
1267.2;22.53720214;1267.2;0.6471
1267.4;23.1739465;1267.4;0.635
1267.6;23.84514677;1267.6;0.6226
1267.8;24.54708916;1267.8;0.61
1268;25.27551423;1268;0.5973
1268.2;26.03754299;1268.2;0.5844
1268.4;26.82872291;1268.4;0.5714
1268.6;27.6503097;1268.6;0.5583
1268.8;28.49049534;1268.8;0.5453
1269;29.34945222;1269;0.5324
1269.2;30.2203855;1269.2;0.5197
1269.4;31.10283669;1269.4;0.5072
1269.6;31.9889511;1269.6;0.495
1269.8;32.8700224;1269.8;0.4832
1270;33.7442671;1270;0.4718
1270.2;34.58597315;1270.2;0.4611
1270.4;35.39973411;1270.4;0.451
1270.6;36.17428868;1270.6;0.4416
1270.8;36.88926481;1270.8;0.4331
1271;37.54049545;1271;0.4255
1271.2;38.11535771;1271.2;0.4189
1271.4;38.61001764;1271.4;0.4133
1271.6;39.00317845;1271.6;0.4089
1271.8;39.29162586;1271.8;0.4057
1272;39.47298777;1272;0.4037
1272.2;39.54576671;1272.2;0.4029
1272.4;39.50026416;1272.4;0.4034
1272.6;39.34594676;1272.6;0.4051
1272.8;39.07509117;1272.8;0.4081
1273;38.70793472;1273;0.4122
1273.2;38.23842537;1273.2;0.4175
1273.4;37.67905482;1273.4;0.4239
1273.6;37.0424753;1273.6;0.4313
1273.8;36.34126161;1273.8;0.4396
1274;35.57951306;1274;0.4488
1274.2;34.77763139;1274.2;0.4587
1274.4;33.93126102;1274.4;0.4694
1274.6;33.06739628;1274.6;0.4806
1274.8;32.18844524;1274.8;0.4923
1275;31.29680472;1275;0.5045
1275.2;30.40184917;1275.2;0.5171
1275.4;29.51888846;1275.4;0.5299
1275.6;28.64837547;1275.6;0.5429
1275.8;27.79713268;1275.8;0.556
1276;26.96497364;1276;0.5692
1276.2;26.15170448;1276.2;0.5825
1276.4;25.3688044;1276.4;0.5957
1276.6;24.61500906;1276.6;0.6088
1276.8;23.88911164;1276.8;0.6218
1277;23.18996003;1277;0.6347
1277.2;22.52163937;1277.2;0.6474
1277.4;21.88769357;1277.4;0.6598
1277.6;21.28139046;1277.6;0.672
1277.8;20.70618071;1277.8;0.6839
1278;20.15579813;1278;0.6956
1278.2;19.63812409;1278.2;0.7069
1278.4;19.14255925;1278.4;0.718
1278.6;18.68099482;1278.6;0.7286
1278.8;18.23895702;1278.8;0.739
1279;17.82378767;1279;0.749
1279.2;17.43411876;1279.2;0.7586
1279.4;17.06475274;1279.4;0.7679
1279.6;16.71860357;1279.6;0.7768
1279.8;16.39456885;1279.8;0.7853
1280;16.09162859;1280;0.7934
1280.2;15.80520015;1280.2;0.8012
1280.4;15.5381747;1280.4;0.8086
1280.6;15.28973647;1280.6;0.8156
1280.8;15.05913408;1280.8;0.8222
1281;14.84567675;1281;0.8284
1281.2;14.64535826;1281.2;0.8343
1281.4;14.4643859;1281.4;0.8397
1281.6;14.2955214;1281.6;0.8448
1281.8;14.14164725;1281.8;0.8495
1282;14.00232005;1282;0.8538
1282.2;13.87714097;1282.2;0.8577
1282.4;13.76258455;1282.4;0.8613
1282.6;13.66155076;1282.6;0.8645
1282.8;13.57375481;1282.8;0.8673
1283;13.49895035;1283;0.8697
1283.2;13.4338347;1283.2;0.8718
1283.4;13.38135215;1283.4;0.8735
1283.6;13.33828522;1283.6;0.8749
1283.8;13.31067256;1283.8;0.8758
1284;13.28923557;1284;0.8765
1284.2;13.28311706;1284.2;0.8767
1284.4;13.28617596;1284.4;0.8766
1284.6;13.29841862;1284.6;0.8762
1284.8;13.32600586;1284.8;0.8753
1285;13.35980133;1285;0.8742
1285.2;13.40602423;1285.2;0.8727
1285.4;13.46480288;1285.4;0.8708
1285.6;13.53318442;1285.6;0.8686
1285.8;13.61131234;1285.8;0.8661
1286;13.70250597;1286;0.8632
1286.2;13.80384265;1286.2;0.86
1286.4;13.91553795;1286.4;0.8565
1286.6;14.04106339;1286.6;0.8526
1286.8;14.17751123;1286.8;0.8484
1287;14.32847598;1287;0.8438
1287.2;14.48771854;1287.2;0.839
1287.4;14.66222906;1287.4;0.8338
1287.6;14.84909549;1287.6;0.8283
1287.8;15.04873519;1287.8;0.8225
1288;15.26511217;1288;0.8163
1288.2;15.49173288;1288.2;0.8099
1288.4;15.73620483;1288.4;0.8031
1288.6;15.99189759;1288.6;0.7961
1288.8;16.26672033;1288.8;0.7887
1289;16.55388752;1289;0.7811
1289.2;16.85776518;1289.2;0.7732
1289.4;17.17908387;1289.4;0.765
1289.6;17.51862434;1289.6;0.7565
1289.8;17.87722063;1289.8;0.7477
1290;18.2515604;1290;0.7387
1290.2;18.64661483;1290.2;0.7294
1290.4;19.06338417;1290.4;0.7198
1290.6;19.49395683;1290.6;0.7101
1290.8;19.95262315;1290.8;0.7
1291;20.42678416;1291;0.6898
1291.2;20.92666394;1291.2;0.6793
1291.4;21.44865185;1291.4;0.6686
1291.6;21.98872258;1291.6;0.6578
1291.8;22.55796923;1291.8;0.6467
1292;23.14728186;1292;0.6355
1292.2;23.76293062;1292.2;0.6241
1292.4;24.40057159;1292.4;0.6126
1292.6;25.06109253;1292.6;0.601
1292.8;25.74542112;1292.8;0.5893
1293;26.45452695;1293;0.5775
1293.2;27.18942354;1293.2;0.5656
1293.4;27.94473529;1293.4;0.5537
1293.6;28.7210293;1293.6;0.5418
1293.8;29.52568622;1293.8;0.5298
1294;30.34589844;1294;0.5179
1294.2;31.18171516;1294.2;0.5061
1294.4;32.03317601;1294.4;0.4944
1294.6;32.90031075;1294.6;0.4828
1294.8;33.78313899;1294.8;0.4713
1295;34.67368505;1295;0.46
1295.2;35.57132151;1295.2;0.4489
1295.4;36.46699689;1295.4;0.4381
1295.6;37.36801254;1295.6;0.4275
1295.8;38.25603887;1295.8;0.4173
1296;39.13812356;1296;0.4074
1296.2;40.0036851;1296.2;0.3979
1296.4;40.85074677;1296.4;0.3888
1296.6;41.67734068;1296.6;0.3801
1296.8;42.47173475;1296.8;0.3719
1297;43.24142525;1297;0.3641
1297.2;43.96428353;1297.2;0.3569
1297.4;44.64779341;1297.4;0.3502
1297.6;45.27933084;1297.6;0.3441
1297.8;45.86696458;1297.8;0.3385
1298;46.398079;1298;0.3335
1298.2;46.87054463;1298.2;0.3291
1298.4;47.28245305;1298.4;0.3253
1298.6;47.64309868;1298.6;0.322
1298.8;47.94021749;1298.8;0.3193
1299;48.17259036;1299;0.3172
1299.2;48.33926025;1299.2;0.3157
1299.4;48.45069375;1299.4;0.3147
1299.6;48.5065068;1299.6;0.3142
1299.8;48.5065068;1299.8;0.3142
1300;48.46185122;1300;0.3146
1300.2;48.35039206;1300.2;0.3156
1300.4;48.2058783;1300.4;0.3169
1300.6;48.0175503;1300.6;0.3186
1300.8;47.78592532;1300.8;0.3207
1301;47.52257886;1301;0.3231
1301.2;47.22804844;1301.2;0.3258
1301.4;46.91373388;1301.4;0.3287
1301.6;46.5693311;1301.6;0.3319
1301.8;46.20617302;1301.8;0.3353
1302;45.83529174;1302;0.3388
1302.2;45.44645372;1302.2;0.3425
1302.4;45.06091436;1302.4;0.3462
1302.6;44.65807513;1302.6;0.3501
1302.8;44.25883724;1302.8;0.354
1303;43.86316848;1303;0.3579
1303.2;43.46102854;1303.2;0.3619
1303.4;43.0724921;1303.4;0.3658
1303.6;42.6972594;1303.6;0.3696
1303.8;42.31555097;1303.8;0.3735
1304;41.95657223;1304;0.3772
1304.2;41.61021885;1304.2;0.3808
1304.4;41.26672463;1304.4;0.3844
1304.6;40.94491746;1304.6;0.3878
1304.8;40.64433292;1304.8;0.391
1305;40.35524609;1305;0.3941
1305.2;40.07744253;1305.2;0.3971
1305.4;39.82905479;1305.4;0.3998
1305.6;39.59132167;1305.6;0.4024
1305.8;39.37313537;1305.8;0.4048
1306;39.18320894;1306;0.4069
1306.2;39.00317845;1306.2;0.4089
1306.4;38.84185834;1306.4;0.4107
1306.6;38.70793472;1306.6;0.4122
1306.8;38.59224116;1306.8;0.4135
1307;38.50348147;1307;0.4145
1307.2;38.4237723;1307.2;0.4154
1307.4;38.37072455;1307.4;0.416
1307.6;38.34422814;1307.6;0.4163
1307.8;38.33540008;1307.8;0.4164
1308;38.34422814;1308;0.4163
1308.2;38.37956075;1308.2;0.4159
1308.4;38.44147118;1308.4;0.4152
1308.6;38.51234824;1308.6;0.4144
1308.8;38.61890894;1308.8;0.4132
1309;38.74360247;1309;0.4118
1309.2;38.88660243;1309.2;0.4102
1309.4;39.05710057;1309.4;0.4083
1309.6;39.24641574;1309.6;0.4062
1309.8;39.46389982;1309.8;0.4038
1310;39.70086781;1310;0.4012
1310.2;39.96685731;1310.2;0.3983
1310.4;40.2531619;1310.4;0.3952
1310.6;40.5695322;1310.6;0.3918
1310.8;40.90722316;1310.8;0.3882
1311;41.26672463;1311;0.3844
1311.2;41.64856093;1311.2;0.3804
1311.4;42.06297637;1311.4;0.3761
1311.6;42.50108332;1311.6;0.3716
1311.8;42.96353426;1311.8;0.3669
1312;43.45102242;1312;0.362
1312.2;43.96428353;1312.2;0.3569
1312.4;44.50409766;1312.4;0.3516
1312.6;45.07129121;1312.6;0.3461
1312.8;45.66673896;1312.8;0.3404
1313;46.28070862;1313;0.3346
1313.2;46.93534343;1313.2;0.3285
1313.4;47.61019936;1313.4;0.3223
1313.6;48.3058802;1313.6;0.316
1313.8;49.03430228;1313.8;0.3095
1314;49.78517064;1314;0.3029
1314.2;50.55917748;1314.2;0.2962
1314.4;51.36886854;1314.4;0.2893
1314.6;52.19152658;1314.6;0.2824
1314.8;53.05178489;1314.8;0.2753
1315;53.92622259;1315;0.2682
1315.2;54.8150734;1315.2;0.2611
1315.4;55.74424015;1315.4;0.2538
1315.6;56.67610549;1315.6;0.2466
1315.8;57.63681848;1315.8;0.2393
