Wavelength (nm);% Transmission
732.8;0.000954773
733;0.000968947
733.2;0.000986734
733.4;0.001008556
733.6;0.001034189
733.8;0.001064143
734;0.0010985
734.2;0.001137104
734.4;0.001180864
734.6;0.001229136
734.8;0.001282626
735;0.001341529
735.2;0.0014054
735.4;0.001475027
735.6;0.001549887
735.8;0.001629671
736;0.001714747
736.2;0.001804264
736.4;0.00189758
736.6;0.001994344
736.8;0.002093148
737;0.002192805
737.2;0.002292979
737.4;0.002391663
737.6;0.002487711
737.8;0.002579883
738;0.002667473
738.2;0.002749793
738.4;0.002825531
738.6;0.002895343
738.8;0.002959375
739;0.003017172
739.2;0.003069729
739.4;0.003118172
739.6;0.003162278
739.8;0.003204055
740;0.003244143
740.2;0.00328322
740.4;0.003322003
740.6;0.003361244
740.8;0.003402515
741;0.003444292
741.2;0.003488992
741.4;0.003535086
741.6;0.003584264
741.8;0.003634126
742;0.003686379
742.2;0.003739383
742.4;0.00379315
742.6;0.003847689
742.8;0.003900318
743;0.003951846
743.2;0.00400129
743.4;0.004048555
743.6;0.004091664
743.8;0.004130475
744;0.004165815
744.2;0.004196623
744.4;0.004222795
744.6;0.004246196
744.8;0.004265795
745;0.004283512
745.2;0.004299322
745.4;0.004314197
745.6;0.004331118
745.8;0.004348105
746;0.004369181
746.2;0.004394404
746.4;0.004423846
746.6;0.004460669
746.8;0.004504017
747;0.004555122
747.2;0.004615301
747.4;0.004683818
747.6;0.004762116
747.8;0.004848417
748;0.004943107
748.2;0.005046613
748.4;0.00515466
748.6;0.005267445
748.8;0.00538022
749;0.00549035
749.2;0.005592423
749.4;0.005681984
749.6;0.00575175
749.8;0.005796956
750;0.005812996
750.2;0.005794287
750.4;0.0057372
750.6;0.005642869
750.8;0.005511883
751;0.005346875
751.2;0.00515466
751.4;0.004940831
751.6;0.004713028
751.8;0.004477133
752;0.004240333
752.2;0.004007744
752.4;0.003782683
752.6;0.003569439
752.8;0.003368992
753;0.003183464
753.2;0.003012312
753.4;0.002856275
753.6;0.002715189
753.8;0.002588809
754;0.002475141
754.2;0.002374652
754.4;0.002286125
754.6;0.002208513
754.8;0.002141411
755;0.002084491
755.2;0.002036573
755.4;0.001997101
755.6;0.001966527
755.8;0.001943569
756;0.001927969
756.2;0.001919995
756.4;0.001919553
756.6;0.00192575
756.8;0.001939099
757;0.001959296
757.2;0.001986095
757.4;0.002020226
757.6;0.002061104
757.8;0.002109114
758;0.002163715
758.2;0.002225359
758.4;0.002293507
758.6;0.002367555
758.8;0.002447936
759;0.002532795
759.2;0.002622406
759.4;0.002714563
759.6;0.002808019
759.8;0.002901349
760;0.002991576
760.2;0.003077514
760.4;0.003155731
760.6;0.003224779
760.8;0.003281708
761;0.003325064
761.2;0.003354285
761.4;0.003367441
761.6;0.003365116
761.8;0.003348883
762;0.003318945
762.2;0.003277178
762.4;0.003226265
762.6;0.003167379
762.8;0.00310313
763;0.003035289
763.2;0.002966197
763.4;0.002896677
763.6;0.002828134
763.8;0.002761214
764;0.002697739
764.2;0.002636938
764.4;0.002579883
764.6;0.002526388
764.8;0.002476281
765;0.002429965
765.2;0.002386712
765.4;0.002346389
765.6;0.002308873
765.8;0.002273526
766;0.002239752
766.2;0.002207496
766.4;0.002176206
766.6;0.002145853
766.8;0.002115437
767;0.002084971
767.2;0.002053998
767.4;0.002022553
767.6;0.001989757
767.8;0.001956591
768;0.001922649
768.2;0.001887557
768.4;0.001851825
768.6;0.001815934
768.8;0.001779508
769;0.00174301
769.2;0.001706868
769.4;0.00167186
769.6;0.00163757
769.8;0.001604353
770;0.001573258
770.2;0.001544187
770.4;0.00151705
770.6;0.001492794
770.8;0.001470957
771;0.001452446
771.2;0.001436812
771.4;0.001424951
771.6;0.001416772
771.8;0.001412538
772;0.001412212
772.2;0.001416446
772.4;0.001425608
772.6;0.001439793
772.8;0.001459486
773;0.001485252
773.2;0.0015174
773.4;0.001557041
773.6;0.001604723
773.8;0.001661499
774;0.001728622
774.2;0.001807174
774.4;0.001899328
774.6;0.002005857
774.8;0.002130591
775;0.002274574
775.2;0.002441743
775.4;0.002635118
775.6;0.002858907
775.8;0.003116018
776;0.003410358
776.2;0.003743691
776.4;0.004116233
776.6;0.004522723
776.8;0.004953361
777;0.005387658
777.2;0.005792953
777.4;0.006130558
777.6;0.006356236
777.8;0.006434281
778;0.006350384
778.2;0.006110827
778.4;0.005750426
778.6;0.005312513
778.8;0.004840609
779;0.004370187
779.2;0.003925545
779.4;0.003519654
779.6;0.003156458
779.8;0.002838573
780;0.002560944
780.2;0.002321667
780.4;0.002114463
780.6;0.001936422
780.8;0.0017832
781;0.001651201
781.2;0.001537092
781.4;0.001438799
781.6;0.001353942
781.8;0.001280855
782;0.001217587
782.2;0.00116359
782.4;0.00111712
782.6;0.001077457
782.8;0.001043999
783;0.001016249
783.2;0.000993345
783.4;0.000975214
783.6;0.000961391
783.8;0.0009517
784;0.000945802
784.2;0.000943626
784.4;0.000944931
784.6;0.00094973
784.8;0.000958297
785;0.000970287
785.2;0.000985825
785.4;0.001005079
785.6;0.001028016
785.8;0.001054873
786;0.001085925
786.2;0.001121244
786.4;0.001161181
786.6;0.001205869
786.8;0.001255163
787;0.001309785
787.2;0.001369935
787.4;0.001435489
787.6;0.001506607
787.8;0.00158307
788;0.001665329
788.2;0.001752669
788.4;0.001845015
788.6;0.001941333
788.8;0.002041268
789;0.002142891
789.2;0.002244916
789.4;0.002345849
789.6;0.002443993
789.8;0.00253688
790;0.002622406
790.2;0.002698361
790.4;0.002764394
790.6;0.002817734
790.8;0.002858249
791;0.00288536
791.2;0.002899346
791.4;0.002900681
791.6;0.00289068
791.8;0.00287012
792;0.002840534
792.2;0.002804142
792.4;0.002761849
792.6;0.002715189
792.8;0.002665017
793;0.002612763
793.2;0.002558586
793.4;0.002504379
793.6;0.002450191
793.8;0.002396073
794;0.002342071
794.2;0.002289286
794.4;0.002237175
794.6;0.002185748
794.8;0.002135502
795;0.002085931
795.2;0.002037511
795.4;0.001989299
795.6;0.00194178
795.8;0.001895396
796;0.001849694
796.2;0.001804264
796.4;0.001759949
796.6;0.001716327
796.8;0.001673401
797;0.001631924
797.2;0.001591109
797.4;0.001551672
797.6;0.001513561
797.8;0.001476726
798;0.001441783
798.2;0.001408316
798.4;0.001376575
798.6;0.00134679
798.8;0.001318864
799;0.001293004
799.2;0.001269404
799.4;0.001247671
799.6;0.001228287
799.8;0.001211435
800;0.001196741
800.2;0.001184404
800.4;0.001174627
800.6;0.001167347
800.8;0.001162787
801;0.001160647
801.2;0.001161449
801.4;0.001165199
801.6;0.001171656
801.8;0.001181408
802;0.001194538
802.2;0.001211156
802.4;0.001231402
802.6;0.001255741
802.8;0.001284399
803;0.001317346
803.2;0.001355814
803.4;0.001399265
803.6;0.001448772
803.8;0.001504874
804;0.001567834
804.2;0.001638702
804.4;0.001718304
804.6;0.001807174
804.8;0.0019059
805;0.002016044
805.2;0.002138454
805.4;0.002273526
805.6;0.002422144
805.8;0.00258464
806;0.002761214
806.2;0.002951889
806.4;0.003155005
806.6;0.003368217
806.8;0.003589219
807;0.003811536
807.2;0.004029025
807.4;0.004235454
807.6;0.004420791
807.8;0.004577201
808;0.004696778
808.2;0.004774193
808.4;0.00480618
808.6;0.004792918
808.8;0.004735872
809;0.004643014
809.2;0.004520641
809.4;0.004375221
809.6;0.004216965
809.8;0.004051352
810;0.003884186
810.2;0.003719632
810.4;0.00356287
810.6;0.003414287
810.8;0.003276423
811;0.003149923
811.2;0.003035289
811.4;0.002932919
811.6;0.002841188
811.8;0.002761214
812;0.002692155
812.2;0.002633298
812.4;0.00258464
812.6;0.002545658
812.8;0.002515359
813;0.002494595
813.2;0.00248199
813.4;0.002477993
813.6;0.002482561
813.8;0.002495169
814;0.002515938
814.2;0.002545072
814.4;0.00258226
814.6;0.002628452
814.8;0.002682255
815;0.002745364
815.2;0.002816437
815.4;0.002896677
815.6;0.00298607
815.8;0.003083898
816;0.003190068
816.2;0.003304456
816.4;0.0034261
816.6;0.003555494
816.8;0.003689776
817;0.003828247
817.2;0.003969173
817.4;0.004109604
817.6;0.004247173
817.8;0.004379253
818;0.004500907
818.2;0.004611052
818.4;0.004705437
818.6;0.004780794
818.8;0.004833926
819;0.004865192
819.2;0.00487304
819.4;0.004856238
819.6;0.004817259
819.8;0.004757732
820;0.004680584
820.2;0.004586696
820.4;0.004480227
820.6;0.004364153
820.8;0.004242287
821;0.004115286
821.2;0.003985658
821.4;0.003857447
821.6;0.003729924
821.8;0.003604956
822;0.003483373
822.2;0.003366666
822.4;0.003253869
822.6;0.003146299
822.8;0.003043687
823;0.002945778
823.2;0.002852988
823.4;0.002765031
823.6;0.002681637
823.8;0.002601956
824;0.002526969
824.2;0.002455274
824.4;0.002387262
824.6;0.002322202
824.8;0.002260477
825;0.002201912
825.2;0.002146347
825.4;0.002092666
825.6;0.002042208
825.8;0.001993425
826;0.001947601
826.2;0.001903707
826.4;0.001861658
826.6;0.001822217
826.8;0.001784432
827;0.001749041
827.2;0.001715537
827.4;0.001684225
827.6;0.001655008
827.8;0.001628171
828;0.001602876
828.2;0.001580156
828.4;0.001559553
828.6;0.001541346
828.8;0.001525106
829;0.001511472
829.2;0.00150003
829.4;0.00149142
829.6;0.00148491
829.8;0.001481494
830;0.001480471
830.2;0.001482518
830.4;0.001487305
830.6;0.001495547
830.8;0.001506954
831;0.001521949
831.2;0.001540281
831.4;0.001563148
831.6;0.001590011
831.8;0.001621437
832;0.001657677
832.2;0.001699417
832.4;0.001747431
832.6;0.001801358
832.8;0.001862516
833;0.001931524
833.2;0.002009093
833.4;0.002096525
833.6;0.00219432
833.8;0.002303563
834;0.002426051
834.2;0.002562713
834.4;0.002715814
834.6;0.002886689
834.8;0.003076097
835;0.003287002
835.2;0.003520465
835.4;0.003777461
835.6;0.004058822
835.8;0.004365158
836;0.004692454
836.2;0.005039646
836.4;0.005398834
836.6;0.005762355
836.8;0.006116458
837;0.006447628
837.2;0.006737519
837.4;0.006969474
837.6;0.007126889
837.8;0.007201119
838;0.007186212
838.2;0.007085981
838.4;0.006910349
838.6;0.006674212
838.8;0.006392931
839;0.00608275
839.2;0.005759702
839.4;0.005436257
839.6;0.005121533
839.8;0.004820588
840;0.004538371
840.2;0.004278583
840.4;0.004039243
840.6;0.003822962
840.8;0.003627438
841;0.003451437
841.2;0.003295338
841.4;0.003156458
841.6;0.003033193
841.8;0.002925499
842;0.002832044
842.2;0.002750426
842.4;0.00268102
842.6;0.00262301
842.8;0.002575135
843;0.00253688
843.2;0.002508419
843.4;0.002488284
843.6;0.002476852
843.8;0.002474002
844;0.002479705
844.2;0.002492872
844.4;0.00251478
844.6;0.002545072
844.8;0.00258345
845;0.002630268
845.2;0.002686581
845.4;0.002751693
845.6;0.002826181
845.8;0.002910717
846;0.003004692
846.2;0.003109568
846.4;0.003224779
846.6;0.003351197
846.8;0.003487386
847;0.003634126
847.2;0.003791403
847.4;0.003956398
847.6;0.004128573
847.8;0.004306258
848;0.004486421
848.2;0.004664445
848.4;0.00483838
848.6;0.005001497
848.8;0.005149914
849;0.005277157
849.2;0.005378981
849.4;0.005451299
849.6;0.00549035
849.8;0.005495409
850;0.005465124
850.2;0.005401321
850.4;0.0053064
850.6;0.005185612
850.8;0.005043128
851;0.004884274
851.2;0.004713028
851.4;0.004535237
851.6;0.004355119
851.8;0.004175418
852;0.003998527
852.2;0.003828247
852.4;0.003664376
852.6;0.003509134
852.8;0.003362018
853;0.003224037
853.2;0.003095993
853.4;0.00297646
853.6;0.002865497
853.8;0.002762485
854;0.002668087
854.2;0.002581071
854.4;0.002500921
854.6;0.002427728
854.8;0.002360478
855;0.002299323
855.2;0.002242849
855.4;0.002191795
855.6;0.002145359
855.8;0.002103294
856;0.002064905
856.2;0.002030486
856.4;0.001999401
856.6;0.001971515
856.8;0.001946256
857;0.001924421
857.2;0.001905022
857.4;0.001887991
857.6;0.001873268
857.8;0.001860373
858;0.00185012
858.2;0.00184162
858.4;0.001834848
858.6;0.001830206
858.8;0.001827259
859;0.001825997
859.2;0.001826417
859.4;0.001828521
859.6;0.001832314
859.8;0.001837807
860;0.001844591
860.2;0.001853532
860.4;0.001864232
860.6;0.00187629
860.8;0.001890602
861;0.001906777
861.2;0.001924864
861.4;0.001944912
861.6;0.001967433
861.8;0.001992508
862;0.002019761
862.2;0.002049746
862.4;0.002082572
862.6;0.002117873
862.8;0.002156751
863;0.002198872
863.2;0.002243882
863.4;0.002292979
863.6;0.002345849
863.8;0.002402702
864;0.002463769
864.2;0.002528716
864.4;0.002598364
864.6;0.002672391
864.8;0.002750426
865;0.002832696
865.2;0.002919443
865.4;0.003010232
865.6;0.003103845
865.8;0.003200369
866;0.003299134
866.2;0.003397817
866.4;0.003497035
866.6;0.003593354
866.8;0.003686379
867;0.003773115
867.2;0.003851235
867.4;0.003919223
867.6;0.00397466
867.8;0.004016058
868;0.004040173
868.2;0.004045759
868.4;0.004033667
868.6;0.004003133
868.8;0.003952756
869;0.00388687
869.2;0.003804521
869.4;0.003708515
869.6;0.003601638
869.8;0.003486583
870;0.003365116
870.2;0.003239664
870.4;0.003112433
870.6;0.00298607
870.8;0.002861541
871;0.002740312
871.2;0.00262301
871.4;0.00251073
871.6;0.002404363
871.8;0.002303032
872;0.002208005
872.2;0.002118849
872.4;0.002035635
872.6;0.001957943
872.8;0.001885819
873;0.001819701
873.2;0.001758328
873.4;0.001701767
873.6;0.001650061
873.8;0.001602507
874;0.001559553
874.2;0.001520197
874.4;0.001484568
874.6;0.00145278
874.8;0.001424295
875;0.001398943
875.2;0.001376575
875.4;0.001357375
875.6;0.001340602
875.8;0.001326783
876;0.001315528
876.2;0.001306773
876.4;0.001300469
876.6;0.001296582
876.8;0.00129509
877;0.001295687
877.2;0.001298973
877.4;0.001304368
877.6;0.0013122
877.8;0.001322209
878;0.00133475
878.2;0.001349584
878.4;0.001366784
878.6;0.001386437
878.8;0.001408964
879;0.001433838
879.2;0.001461841
879.4;0.001492451
879.6;0.00152616
879.8;0.001563148
880;0.001603245
880.2;0.001647024
880.4;0.001694338
880.6;0.00174542
880.8;0.001800528
881;0.001860373
881.2;0.001924421
881.4;0.001993425
881.6;0.002067759
881.8;0.002147336
882;0.002233058
882.2;0.002324877
882.4;0.002423818
882.6;0.002529298
882.8;0.002643017
883;0.002764394
883.2;0.00289401
883.4;0.003033193
883.6;0.003181266
883.8;0.003340412
884;0.003509134
884.2;0.003689776
884.4;0.00388061
884.6;0.004083194
884.8;0.004297343
885;0.004521682
885.2;0.004756637
885.4;0.005000345
885.6;0.005251701
885.8;0.005506809
886;0.005763682
886.2;0.006017277
886.4;0.006263254
886.6;0.006495312
886.8;0.006705019
887;0.006886523
887.2;0.007032342
887.4;0.007135099
887.6;0.007187866
887.8;0.007189522
888;0.007135099
888.2;0.007027486
888.4;0.006867521
888.6;0.006663463
888.8;0.006420961
889;0.006148936
889.2;0.005854637
889.4;0.005548812
889.6;0.005236004
889.8;0.004924929
890;0.004619553
890.2;0.004325138
890.4;0.004043896
890.6;0.003778331
890.8;0.00352858
891;0.003295338
891.2;0.003078931
891.4;0.002879387
891.6;0.002694635
891.8;0.002525225
892;0.002369736
892.2;0.002227409
892.4;0.002097008
892.6;0.001977425
892.8;0.001868099
893;0.001768479
893.2;0.001677258
893.4;0.001593676
893.6;0.0015174
893.8;0.001447771
894;0.001384204
894.2;0.001326172
894.4;0.001272917
894.6;0.001224616
894.8;0.001180321
895;0.00114025
895.2;0.00110357
895.4;0.001070533
895.6;0.001040399
895.8;0.001013211
896;0.000989008
896.2;0.000967164
896.4;0.000947764
896.6;0.000930679
896.8;0.000915799
897;0.000903233
897.2;0.000892483
897.4;0.00088369
897.6;0.000876799
897.8;0.000871766
898;0.00086876
898.2;0.000867361
898.4;0.000867961
898.6;0.000870362
898.8;0.000874581
899;0.000880846
899.2;0.000888996
899.4;0.00089929
899.6;0.000911801
899.8;0.000926403
900;0.000943409
900.2;0.000962055
900.4;0.000983332
900.6;0.001007395
900.8;0.001034189
901;0.001064388
901.2;0.001097994
901.4;0.001135272
901.6;0.001176793
901.8;0.001222925
902;0.00127409
902.2;0.001330761
902.4;0.001393478
902.6;0.001463188
902.8;0.001540281
903;0.001625549
903.2;0.00172068
903.4;0.001825997
903.6;0.001943122
903.8;0.002073003
904;0.002217175
904.2;0.002377388
904.4;0.002555642
904.6;0.002752961
904.8;0.002970982
905;0.003210702
905.2;0.003473762
905.4;0.003760971
905.6;0.004070052
905.8;0.004399466
906;0.004745697
906.2;0.005101525
906.4;0.005456322
906.6;0.005799626
906.8;0.006116458
907;0.006389987
907.2;0.006605413
907.4;0.006749941
907.6;0.006815536
907.8;0.00679986
908;0.006705019
908.2;0.006543348
908.4;0.006325575
908.6;0.006067363
908.8;0.005782292
909;0.005485295
909.2;0.005184418
909.4;0.0048899
909.6;0.004606807
909.8;0.004339103
910;0.004087898
910.2;0.003855671
910.4;0.003641665
910.6;0.003445085
910.8;0.00326663
911;0.003103845
911.2;0.002956651
911.4;0.002822929
911.6;0.002702091
911.8;0.002592388
912;0.00249402
912.2;0.002404916
912.4;0.002324877
912.6;0.002252683
912.8;0.002188265
913;0.0021301
913.2;0.002078739
913.4;0.002032357
913.6;0.00199159
913.8;0.00195569
914;0.001923978
914.2;0.001896706
914.4;0.001873268
914.6;0.001853105
914.8;0.001836538
915;0.001823056
915.2;0.001812592
915.4;0.001804679
915.6;0.0017997
915.8;0.001797215
916;0.001796801
916.2;0.001798871
916.4;0.001802603
916.6;0.001808839
916.8;0.001816352
917;0.001825997
917.2;0.001837384
917.4;0.001850546
917.6;0.001865091
917.8;0.001880615
918;0.001898017
918.2;0.001916461
918.4;0.001935976
918.6;0.001956591
918.8;0.001978336
919;0.002000783
919.2;0.002023951
919.4;0.00204833
919.6;0.002073481
919.8;0.00209894
920;0.002125201
920.2;0.002151791
920.4;0.002179215
920.6;0.002206988
920.8;0.002235116
921;0.002264123
921.2;0.002292979
921.4;0.002322737
921.6;0.002352881
921.8;0.002383417
922;0.002414349
922.2;0.002446245
922.4;0.002477993
922.6;0.00251073
922.8;0.0025439
923;0.002578101
923.2;0.002612763
923.4;0.00264789
923.6;0.002684108
923.8;0.002720821
924;0.002758036
924.2;0.002795761
924.4;0.002834654
924.6;0.002873426
924.8;0.002912728
925;0.002952569
925.2;0.002992265
925.4;0.003031098
925.6;0.003069729
925.8;0.003108136
926;0.00314485
926.2;0.003179801
926.4;0.003212921
926.6;0.003242649
926.8;0.00326964
927;0.003293821
927.2;0.003312836
927.4;0.003327362
927.6;0.0033358
927.8;0.003339643
928;0.003336568
928.2;0.003326596
928.4;0.003310549
928.6;0.003287002
928.8;0.003256867
929;0.003220327
929.2;0.003176874
929.4;0.003126799
929.6;0.00307185
929.8;0.003011619
930;0.002946456
930.2;0.002878724
930.4;0.002806726
930.6;0.00273338
930.8;0.002658276
931;0.00258226
931.2;0.002506109
931.4;0.002429965
931.6;0.002355049
931.8;0.002281392
932;0.00220953
932.2;0.002139932
932.4;0.002072049
932.6;0.002007243
932.8;0.001944912
933;0.001885385
933.2;0.001828521
933.4;0.001774598
933.6;0.001723852
933.8;0.001675714
934;0.001630422
934.2;0.001588181
934.4;0.00154846
934.6;0.001511472
934.8;0.001477066
935;0.001445107
935.2;0.001415794
935.4;0.001388673
935.6;0.001363955
935.8;0.001341529
936;0.001321296
936.2;0.001303167
936.4;0.001287064
936.6;0.001272917
936.8;0.001260666
937;0.001250547
937.2;0.001242224
937.4;0.001235663
937.6;0.001231119
937.8;0.001228287
938;0.001227157
938.2;0.001228005
938.4;0.001230552
938.6;0.001235094
938.8;0.001241366
939;0.001249396
939.2;0.001259505
939.4;0.001271452
939.6;0.001285287
939.8;0.001301068
940;0.001319168
940.2;0.00133906
940.4;0.001361131
940.6;0.001385798
940.8;0.001412538
941;0.001441451
941.2;0.00147333
941.4;0.001507301
941.6;0.001544187
941.8;0.001583799
942;0.001625923
942.2;0.001671475
942.4;0.001719491
942.6;0.001770924
942.8;0.001825156
943;0.001882782
943.2;0.001943569
943.4;0.002007705
943.6;0.002074914
943.8;0.002145359
944;0.002219218
944.2;0.002296149
944.4;0.002375746
944.6;0.002458103
944.8;0.002542729
945;0.002630268
945.2;0.002719568
945.4;0.002810606
945.6;0.002902686
945.8;0.002995712
946;0.003089584
946.2;0.003182731
946.4;0.003276423
946.6;0.003368217
946.8;0.003459394
947;0.003548134
947.2;0.003634963
947.4;0.003719632
947.6;0.003801894
947.8;0.003881504
948;0.003958221
948.2;0.004032738
948.4;0.004103931
948.6;0.004173496
948.8;0.004240333
949;0.004306258
949.2;0.004370187
949.4;0.004434044
949.6;0.004497799
949.8;0.004560369
950;0.004624875
950.2;0.004690293
950.4;0.004757732
950.6;0.004827252
950.8;0.004900044
951;0.004976225
951.2;0.005054754
951.4;0.00513807
951.6;0.005225165
951.8;0.005316184
952;0.00541128
952.2;0.005510614
952.4;0.005613064
952.6;0.005718735
952.8;0.005826396
953;0.005936083
953.2;0.00604366
953.4;0.006150352
953.6;0.006253167
953.8;0.006348922
954;0.006437244
954.2;0.006513284
954.4;0.00657355
954.6;0.006617592
954.8;0.006638959
955;0.006638959
955.2;0.006613022
955.4;0.006559942
955.6;0.006480373
955.8;0.006373823
956;0.006240221
956.2;0.006084151
956.4;0.005906089
956.6;0.005709525
956.8;0.005499206
957;0.005279588
957.2;0.005052426
957.4;0.004822808
957.6;0.004593038
957.8;0.004366164
958;0.00414572
958.2;0.003930972
958.4;0.003725632
958.6;0.003530206
958.8;0.00334503
959;0.003169567
959.2;0.003005384
959.4;0.002851675
959.6;0.002707697
959.8;0.002574542
960;0.002450191
960.2;0.002335071
960.4;0.002228435
960.6;0.0021301
960.8;0.002038919
961;0.00195524
961.2;0.001878019
961.4;0.001806758
961.6;0.001741406
961.8;0.001681512
962;0.001626298
962.2;0.001575796
962.4;0.00153003
962.6;0.00148799
962.8;0.001449773
963;0.001415468
963.2;0.001384204
963.4;0.001356438
963.6;0.00133168
963.8;0.001309785
964;0.001290625
964.2;0.00127409
964.4;0.001260085
964.6;0.00124882
964.8;0.001239938
965;0.001233389
965.2;0.001229419
965.4;0.001227439
965.6;0.001228005
965.8;0.001231119
966;0.001236517
966.2;0.001244228
966.4;0.001254585
966.6;0.001267652
966.8;0.001283217
967;0.001301368
967.2;0.001322818
967.4;0.001347101
967.6;0.001374675
967.8;0.001406048
968;0.001440788
968.2;0.001479449
968.4;0.00152265
968.6;0.001570001
968.8;0.001622557
969;0.001680738
969.2;0.001744617
969.4;0.00181468
969.6;0.001891908
969.8;0.001976514
970;0.002069188
970.2;0.002171201
970.4;0.002282969
970.6;0.002404916
970.8;0.002538633
971;0.002684726
971.2;0.002843806
971.4;0.003017172
971.6;0.003205531
971.8;0.003408788
972;0.003628273
972.2;0.003861891
972.4;0.004110551
972.6;0.004373207
972.8;0.004645153
973;0.004923795
973.2;0.005203553
973.4;0.005480245
973.6;0.005743809
973.8;0.005986872
974;0.006201546
974.2;0.006378227
974.4;0.006508786
974.6;0.006590221
974.8;0.006619116
975;0.006594775
975.2;0.006520787
975.4;0.006401769
975.6;0.006244534
975.8;0.006058987
976;0.005850595
976.2;0.005628595
976.4;0.005400078
976.6;0.005170113
976.8;0.004944245
977;0.00472498
977.2;0.0045144
977.4;0.004315191
977.6;0.004127623
977.8;0.003953666
978;0.003792277
978.2;0.003643343
978.4;0.003506711
978.6;0.003381427
978.8;0.003268135
979;0.003165192
979.2;0.003072557
979.4;0.00298951
979.6;0.002915412
979.8;0.002849706
980;0.002792544
980.2;0.002742837
980.4;0.002700847
980.6;0.002665631
980.8;0.002636938
981;0.00261517
981.2;0.002599561
981.4;0.002590001
981.6;0.002587021
981.8;0.002590001
982;0.002598962
982.2;0.002613966
982.4;0.002635724
982.6;0.002663177
982.8;0.002697739
983;0.00273842
983.2;0.002786763
983.4;0.002841842
983.6;0.002904691
983.8;0.002975774
984;0.003054921
984.2;0.003143403
984.4;0.003241156
984.6;0.003348112
984.8;0.00346657
985;0.003595837
985.2;0.003736801
985.4;0.003890451
985.6;0.004056019
985.8;0.004235454
986;0.004427922
986.2;0.004634469
986.4;0.004854003
986.6;0.005087448
986.8;0.005332121
987;0.005587274
987.2;0.005850595
987.4;0.006119275
987.6;0.006389987
987.8;0.006657329
988;0.006916717
988.2;0.007161434
988.4;0.007385842
988.6;0.007582283
988.8;0.007744618
989;0.007870458
989.2;0.007950602
989.4;0.0079873
989.6;0.00797811
989.8;0.007923189
990;0.007827084
990.2;0.007694847
990.4;0.007530087
990.6;0.007341757
990.8;0.007131814
991;0.006910349
991.2;0.006680362
991.4;0.006446144
991.6;0.006212981
991.8;0.005985494
992;0.005763682
992.2;0.00555009
992.4;0.005346875
992.6;0.005153473
992.8;0.004972789
993;0.004802861
993.2;0.004644083
993.4;0.004496763
993.6;0.004360136
993.8;0.004234479
994;0.00411813
994.2;0.004011437
994.4;0.003912911
994.6;0.003823843
994.8;0.003741967
995;0.003667752
995.2;0.003599979
995.4;0.003538344
995.6;0.003482571
995.8;0.003431626
996;0.003386102
996.2;0.00334426
996.4;0.003305978
996.6;0.003271147
996.8;0.003238918
997;0.003209224
997.2;0.003180534
997.4;0.003153552
997.6;0.003126799
997.8;0.003100273
998;0.003073265
998.2;0.00304579
998.4;0.003016477
998.6;0.002985383
998.8;0.002952569
999;0.002916755
999.2;0.002878061
999.4;0.002835959
999.6;0.002790615
999.8;0.002741574
1000;0.002689057
1000.2;0.002633904
1000.4;0.002575728
1000.6;0.002514201
1000.8;0.002450191
1001;0.002383966
1001.2;0.002315794
1001.4;0.002246467
1001.6;0.002175705
1001.8;0.002104747
1002;0.002033761
1002.2;0.001962908
1002.4;0.001893215
1002.6;0.001824316
1002.8;0.00175671
1003;0.00169122
1003.2;0.001627421
1003.4;0.00156603
1003.6;0.001506607
1003.8;0.001449773
1004;0.001395404
1004.2;0.001343383
1004.4;0.001293898
1004.6;0.001246809
1004.8;0.001202264
1005;0.001160112
1005.2;0.001120211
1005.4;0.00108268
1005.6;0.00104737
1005.8;0.001013911
1006;0.000982653
1006.2;0.000953455
1006.4;0.000925977
1006.6;0.000900326
1006.8;0.000876395
1007;0.000854083
1007.2;0.000833297
1007.4;0.000814142
1007.6;0.000796159
1007.8;0.000779651
1008;0.000764364
1008.2;0.000750412
1008.4;0.000737564
1008.6;0.000725772
1008.8;0.000715155
1009;0.000705505
1009.2;0.000696787
1009.4;0.000689128
1009.6;0.000682339
1009.8;0.000676394
1010;0.000671274
1010.2;0.00066696
1010.4;0.00066359
1010.6;0.000660846
1010.8;0.00065887
1011;0.000657506
1011.2;0.000656901
1011.4;0.000656901
1011.6;0.000657658
1011.8;0.00065887
1012;0.000660693
1012.2;0.000663132
1012.4;0.00066604
1012.6;0.000669268
1012.8;0.000673132
1013;0.000677174
1013.2;0.000681554
1013.4;0.000686278
1013.6;0.000691194
1013.8;0.000696145
1014;0.000701132
1014.2;0.000706155
1014.4;0.00071105
1014.6;0.000715649
1014.8;0.000719946
1015;0.000723769
1015.2;0.000726942
1015.4;0.000729625
1015.6;0.000731307
1015.8;0.00073215
1016;0.00073215
1016.2;0.000730971
1016.4;0.000728618
1016.6;0.000725103
1016.8;0.000720278
1017;0.000714167
1017.2;0.000706806
1017.4;0.000698232
1017.6;0.000688335
1017.8;0.00067733
1018;0.000665273
1018.2;0.000652379
1018.4;0.000638557
1018.6;0.000624022
1018.8;0.000608836
1019;0.000593198
1019.2;0.000577298
1019.4;0.000561048
1019.6;0.000544879
1019.8;0.000528567
1020;0.000512507
1020.2;0.000496478
1020.4;0.000480839
1020.6;0.000465479
1020.8;0.000450505
1021;0.000436014
1021.2;0.000421988
1021.4;0.000408507
1021.6;0.000395549
